9.493144971789939657e-01,1.426964006285845077e+00,1.000000000000000000e+00
1.178809499544426265e+00,7.347593874874047692e-02,1.000000000000000000e+00
1.175926346102329711e+00,1.754708755699692979e+00,1.000000000000000000e+00
1.743851373895115797e+00,3.477780519716493490e-01,1.000000000000000000e+00
2.483286315143240497e+00,-1.216624709237434043e+00,1.000000000000000000e+00
2.043617306710646453e+00,-1.004101971125617165e+00,1.000000000000000000e+00
1.837597637533393558e+00,4.433521615376134761e-02,1.000000000000000000e+00
2.050574739811743541e+00,-4.323720873634707695e-01,1.000000000000000000e+00
1.308449571003508893e+00,1.124613049010474430e+00,1.000000000000000000e+00
2.427033210483364734e+00,-4.611283594338605463e-01,1.000000000000000000e+00
4.443878939871296119e+00,-4.715068102825703988e+00,1.000000000000000000e+00
1.948048861662941889e+00,3.043345949299072206e-01,1.000000000000000000e+00
9.529965613865303276e-01,2.386611590269458461e+00,1.000000000000000000e+00
2.496016205688153189e+00,-9.271461452929722347e-01,1.000000000000000000e+00
8.975925272559197587e-01,9.589927979374333056e-01,1.000000000000000000e+00
2.278216457571738740e+00,-8.470469924669659090e-01,1.000000000000000000e+00
3.670080834549175997e+00,-2.012068645699515379e+00,1.000000000000000000e+00
2.742160353087637947e+00,-1.529407583787381730e+00,1.000000000000000000e+00
1.206899976157824295e+00,5.661041675322668887e-01,1.000000000000000000e+00
2.878402314406970142e+00,-1.524817196890781990e+00,1.000000000000000000e+00
3.675426847255207186e+00,-2.313359972685706811e+00,1.000000000000000000e+00
3.453620489800614202e+00,-3.687665621494844448e+00,1.000000000000000000e+00
3.009778963000192764e+00,-1.680040521874344162e+00,1.000000000000000000e+00
3.346080117299160328e+00,-2.891577617860750848e+00,1.000000000000000000e+00
3.867316565610867229e+00,-3.272219379507196990e+00,1.000000000000000000e+00
3.140487569473200846e+00,-2.334547558589809668e+00,1.000000000000000000e+00
3.178800586155183794e+00,-1.583944681740997007e+00,1.000000000000000000e+00
2.417534586668086849e+00,-1.112780720789549926e+00,1.000000000000000000e+00
2.368106260965381793e+00,-9.622153862689475368e-01,1.000000000000000000e+00
3.095302503001493566e+00,-1.866364687437712888e+00,1.000000000000000000e+00
3.125960021541065448e+00,-1.920750555518655034e+00,1.000000000000000000e+00
3.551062195371557095e+00,-1.939949081827127442e+00,1.000000000000000000e+00
2.436256618667959728e+00,-7.125917320514439934e-01,1.000000000000000000e+00
3.727828127612410114e+00,-3.384189646075892899e+00,1.000000000000000000e+00
3.226037722377959938e+00,-2.307206359682454355e+00,1.000000000000000000e+00
1.862228718907758651e+00,-1.832245445875901879e-03,1.000000000000000000e+00
1.833326744995872781e+00,7.582517291174826202e-01,1.000000000000000000e+00
2.315264598410161412e+00,-3.570840135851484076e-01,1.000000000000000000e+00
3.338781848425566245e+00,-2.172538338694565585e+00,1.000000000000000000e+00
2.734920636068066457e+00,-1.464773157664768011e+00,1.000000000000000000e+00
3.246051686527259506e+00,-2.783790139898815852e+00,1.000000000000000000e+00
2.455882425173246286e+00,-1.554278981383572233e-01,1.000000000000000000e+00
8.376857318771278038e-01,8.398512151148824767e-01,1.000000000000000000e+00
1.562157194258155801e+00,6.751389509388396881e-01,1.000000000000000000e+00
3.133612421043116214e+00,-2.670435231975941015e+00,1.000000000000000000e+00
2.546326867582802134e+00,-1.747915860961088086e+00,1.000000000000000000e+00
2.098878982622347511e+00,-8.503526553388852660e-01,1.000000000000000000e+00
